Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2008,2008-09-07,1,1,21.281,PHI,,STL,W 38-3,True,10,6,106,17.67,0,60.0%,10.60,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,8,97,12.13,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,DeSean Jackson
2008,2008-09-15,2,2,21.289,PHI,@,DAL,L 37-41,True,8,6,110,18.33,0,75.0%,13.75,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,2,12,6.00,0,0,0,0.0,0,0,0,,,1,0,0,0,0,0,,,,,,,True,DeSean Jackson
2008,2008-09-21,3,3,21.295,PHI,,PIT,W 15-6,True,7,5,40,8.00,0,71.4%,5.71,1,1,1.00,0,0,0,,0,0,0,,0,,,,1,12,12.00,0,2,11,5.50,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,DeSean Jackson
2008,2008-09-28,4,4,21.302,PHI,@,CHI,L 20-24,True,10,5,71,14.20,1,50.0%,7.10,2,35,17.50,0,0,0,,0,0,0,,0,,,,0,0,,0,4,37,9.25,0,1,6,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,True,DeSean Jackson
2008,2008-10-05,5,5,21.309,PHI,,WAS,L 17-23,True,2,1,8,8.00,0,50.0%,4.00,2,13,6.50,0,0,0,,0,0,0,,0,,,,0,0,,0,1,68,68.00,1,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,DeSean Jackson
2008,2008-10-12,6,6,21.316,PHI,@,SFO,W 40-26,True,10,6,98,16.33,0,60.0%,9.80,1,1,1.00,0,0,0,,0,0,0,,0,,,,0,0,,0,2,28,14.00,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,DeSean Jackson
2008,2008-10-26,7,8,21.330,PHI,,ATL,W 27-14,True,9,3,72,24.00,0,33.3%,8.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,3,-5,-1.67,0,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,DeSean Jackson
2008,2008-11-02,8,9,21.337,PHI,@,SEA,W 26-7,True,7,2,20,10.00,0,28.6%,2.86,1,3,3.00,0,0,0,,0,0,0,,0,,,,0,0,,0,5,50,10.00,0,0,0,0.0,0,0,0,,,1,0,0,0,0,0,,,,,,,True,DeSean Jackson
2008,2008-11-09,9,10,21.344,PHI,,NYG,L 31-36,True,9,4,61,15.25,0,44.4%,6.78,3,24,8.00,1,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,DeSean Jackson
2008,2008-11-16,10,11,21.351,PHI,@,CIN,T 13-13,True,8,4,66,16.50,0,50.0%,8.25,2,3,1.50,0,0,0,,0,0,0,,0,,,,0,0,,0,6,43,7.17,0,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,DeSean Jackson
