Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2012.0,2012-09-09,1.0,1.0,,IND,CHI,L 21-41,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,T.Y. Hilton,False,21,41
2012.0,2012-09-16,2.0,2.0,22.307,IND,MIN,W 23-20,False,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,,0,0,,,1,19,19.00,0,1,11,11.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,9,13%,0,0%,9,30%,False,T.Y. Hilton,True,23,20
2012.0,2012-09-23,3.0,3.0,22.314,IND,JAX,L 17-22,False,8,4,113,28.25,1,50.0%,14.13,0,0,,0,0,0,,0,0,0,,0,0,,,1,26,26.00,0,4,29,7.25,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,39,49%,0,0%,8,26%,False,T.Y. Hilton,False,17,22
2012.0,2012-10-07,4.0,5.0,22.328,IND,GNB,W 30-27,False,9,3,37,12.33,0,33.3%,4.11,1,0,0.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,13,6.50,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,73,76%,0,0%,7,21%,False,T.Y. Hilton,True,30,27
2012.0,2012-10-14,5.0,6.0,22.335,IND,NYJ,L 9-35,False,4,3,31,10.33,0,75.0%,7.75,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,51,72%,0,0%,6,22%,True,T.Y. Hilton,False,9,35
2012.0,2012-10-21,6.0,7.0,22.342,IND,CLE,W 17-13,False,5,2,22,11.00,0,40.0%,4.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,8,8.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,44,61%,0,0%,5,22%,False,T.Y. Hilton,True,17,13
2012.0,2012-10-28,7.0,8.0,22.349,IND,TEN,W 19-13,False,6,5,35,7.00,0,83.3%,5.83,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,13,13.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,50,66%,0,0%,4,18%,True,T.Y. Hilton,True,19,13
2012.0,2012-11-04,8.0,9.0,22.356,IND,MIA,W 23-20,False,11,6,102,17.00,1,54.5%,9.27,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,29,7.25,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,57,71%,0,0%,5,18%,False,T.Y. Hilton,True,23,20
2012.0,2012-11-08,9.0,10.0,22.36,IND,JAX,W 27-10,False,1,0,0,,0,0.0%,0.00,2,30,15.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,12,12.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,30,45%,0,0%,6,24%,True,T.Y. Hilton,True,27,10
2012.0,2012-11-18,10.0,11.0,23.004,IND,NWE,L 24-59,False,9,6,100,16.67,2,66.7%,11.11,0,0,,0,0,0,,0,0,0,,0,0,,,5,73,14.60,0,1,7,7.00,0,,2,12,0.0,0,0,0,,,1,0,0,0,0,0,56,72%,0,0%,8,23%,True,T.Y. Hilton,False,24,59
