Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2015.0,2015-09-13,1.0,1.0,23.271,ARI,NOR,W 31-19,False,0,0,,0,2,1,55,55.00,1,50.0%,27.50,1,43,43.00,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,5,8%,0,0%,9,29%,False,David Johnson,True,31,19
2015.0,2015-09-20,2.0,2.0,23.278,ARI,CHI,W 48-23,False,5,42,8.40,1,2,1,3,3.00,0,50.0%,1.50,1,108,108.00,1,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,16,27%,0,0%,6,18%,True,David Johnson,True,48,23
2015.0,2015-09-27,3.0,3.0,23.285,ARI,SFO,W 47-7,False,7,25,3.57,0,3,3,16,5.33,0,100.0%,5.33,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,23,31%,0,0%,3,10%,False,David Johnson,True,47,7
2015.0,2015-10-04,4.0,4.0,23.292,ARI,STL,L 22-24,False,3,18,6.00,0,10,4,63,15.75,1,40.0%,6.30,1,19,19.00,0,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,36,49%,0,0%,5,17%,False,David Johnson,False,22,24
2015.0,2015-10-11,5.0,5.0,23.299,ARI,DET,W 42-17,False,3,6,2.00,2,0,0,0,,0,0.0%,,1,35,35.00,0,,2,12,0.0,0,0,0,,,0,0,0,0,0,0,6,13%,0,0%,5,17%,True,David Johnson,True,42,17
2015.0,2015-10-18,6.0,6.0,23.306,ARI,PIT,L 13-25,False,3,9,3.00,0,1,1,8,8.00,0,100.0%,8.00,6,123,20.50,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,24,33%,0,0%,11,38%,True,David Johnson,False,13,25
2015.0,2015-10-26,7.0,7.0,23.314,ARI,BAL,W 26-18,False,3,5,1.67,0,2,2,19,9.50,0,100.0%,9.50,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,18,29%,0,0%,9,32%,False,David Johnson,True,26,18
2015.0,2015-11-01,8.0,8.0,23.32,ARI,CLE,W 34-20,False,1,4,4.00,0,2,2,44,22.00,0,100.0%,22.00,3,63,21.00,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,6,7%,0,0%,16,59%,True,David Johnson,True,34,20
2015.0,2015-11-15,9.0,10.0,23.334,ARI,SEA,W 39-32,False,0,0,,0,1,1,8,8.00,0,100.0%,8.00,4,79,19.75,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,8,9%,0,0%,18,53%,True,David Johnson,True,39,32
2015.0,2015-11-22,10.0,11.0,23.341,ARI,CIN,W 34-31,False,2,9,4.50,0,2,2,17,8.50,1,100.0%,8.50,3,82,27.33,0,,1,6,0.0,0,0,0,,,1,0,0,0,0,0,7,11%,0,0%,18,55%,False,David Johnson,True,34,31
2015.0,2015-11-29,11.0,12.0,23.348,ARI,SFO,W 19-13,False,8,21,2.63,1,4,2,8,4.00,0,50.0%,2.00,2,47,23.50,0,,1,6,0.0,1,0,1,0,0,0,0,0,0,0,0,31,38%,0,0%,14,61%,True,David Johnson,True,19,13
2015.0,2015-12-06,12.0,13.0,23.355,ARI,STL,W 27-3,True,22,99,4.50,0,3,2,21,10.50,1,66.7%,7.00,0,0,,0,,1,6,0.0,0,0,0,,,1,0,0,0,0,0,59,70%,0,0%,0,0%,True,David Johnson,True,27,3
2015.0,2015-12-10,13.0,14.0,23.359,ARI,MIN,W 23-20,True,19,92,4.84,0,7,5,31,6.20,0,71.4%,4.43,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,81%,0,0%,0,0%,False,David Johnson,True,23,20
2015.0,2015-12-20,14.0,15.0,24.004,ARI,PHI,W 40-17,True,29,187,6.45,3,4,4,42,10.50,0,100.0%,10.50,0,0,,0,,3,18,0.0,0,0,0,,,0,0,0,0,0,0,54,71%,0,0%,0,0%,True,David Johnson,True,40,17
2015.0,2015-12-27,15.0,16.0,24.011,ARI,GNB,W 38-8,True,9,39,4.33,1,6,3,88,29.33,0,50.0%,14.67,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,30,52%,0,0%,0,0%,False,David Johnson,True,38,8
2015.0,2016-01-03,16.0,17.0,24.018,ARI,SEA,L 6-36,True,11,25,2.27,0,8,3,34,11.33,0,37.5%,4.25,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,36,62%,0,0%,0,0%,False,David Johnson,False,6,36
2016.0,2016-09-11,1.0,1.0,24.27,ARI,NWE,L 21-23,True,16,89,5.56,1,6,4,43,10.75,0,66.7%,7.17,0,0,,0,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,58,95%,0,0%,0,0%,False,David Johnson,False,21,23
2016.0,2016-09-18,2.0,2.0,24.277,ARI,TAM,W 40-7,True,12,45,3.75,0,5,3,98,32.67,0,60.0%,19.60,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,41,62%,0,0%,0,0%,False,David Johnson,True,40,7
2016.0,2016-09-25,3.0,3.0,24.284,ARI,BUF,L 18-33,True,19,83,4.37,2,6,3,28,9.33,0,50.0%,4.67,0,0,,0,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,79,96%,0,0%,0,0%,True,David Johnson,False,18,33
2016.0,2016-10-02,4.0,4.0,24.291,ARI,LAR,L 13-17,True,17,83,4.88,0,4,4,41,10.25,0,100.0%,10.25,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,56,73%,0,0%,0,0%,False,David Johnson,False,13,17
2016.0,2016-10-06,5.0,5.0,24.295,ARI,SFO,W 33-21,True,27,157,5.81,2,6,3,28,9.33,0,50.0%,4.67,0,0,,0,,2,12,0.0,0,0,0,0,0,1,0,0,1,0,0,53,78%,0,0%,0,0%,True,David Johnson,True,33,21
2016.0,2016-10-17,6.0,6.0,24.306,ARI,NYJ,W 28-3,True,22,111,5.05,3,6,3,27,9.00,0,50.0%,4.50,0,0,,0,,3,18,0.0,0,0,0,,,0,0,0,0,0,0,67,87%,0,0%,0,0%,False,David Johnson,True,28,3
2016.0,2016-10-23,7.0,7.0,24.312,ARI,SEA,T 6-6,True,33,113,3.42,0,13,8,58,7.25,0,61.5%,4.46,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,87,92%,0,0%,0,0%,False,David Johnson,False,6,6
