Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2010.0,2010-09-12,1.0,1.0,22.356,CAR,NYG,L 18-31,False,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,,0,0,0,0,,,,,,,True,Jimmy Clausen,False,18,31
2010.0,2010-09-19,2.0,2.0,22.363,CAR,TAM,L 7-20,False,7,13,53.85,59,0,1,33.8,0,0,4.54,1.08,1,0,0.00,0,1,0,0,0,-1,0,,,,,,,False,Jimmy Clausen,False,7,20
2010.0,2010-09-26,3.0,3.0,23.005,CAR,CIN,L 7-20,True,16,33,48.48,188,0,1,53.6,1,8,5.70,4.33,6,10,1.67,0,3,2,0,0,-5,0,,,,,,,False,Jimmy Clausen,False,7,20
2010.0,2010-10-03,4.0,4.0,23.012,CAR,NOR,L 14-16,True,11,21,52.38,146,1,0,90.6,3,13,6.95,7.90,2,11,5.50,0,0,,0,0,0,0,,,,,,,True,Jimmy Clausen,False,14,16
2010.0,2010-10-10,5.0,5.0,23.019,CAR,CHI,L 6-23,True,9,22,40.91,61,0,1,29.7,5,34,2.77,0.73,2,0,0.00,0,3,0,0,2,-12,0,,,,,,,False,Jimmy Clausen,False,6,23
2010.0,2010-10-24,6.0,7.0,,CAR,SFO,W 23-20,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Jimmy Clausen,True,23,20
2010.0,2010-10-31,7.0,8.0,,CAR,STL,L 10-20,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Jimmy Clausen,False,10,20
2010.0,2010-11-07,8.0,9.0,23.047,CAR,NOR,L 3-34,False,8,18,44.44,47,0,1,28.5,2,21,2.61,0.11,1,11,11.00,0,0,,0,0,0,0,,,,,,,False,Jimmy Clausen,False,3,34
2010.0,2010-11-14,9.0,10.0,23.054,CAR,TAM,L 16-31,True,16,29,55.17,191,0,0,75.5,2,9,6.59,6.59,5,11,2.20,0,0,,0,0,0,0,,,,,,,True,Jimmy Clausen,False,16,31
2010.0,2010-11-21,10.0,11.0,,CAR,BAL,L 13-37,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jimmy Clausen,False,13,37
2010.0,2010-11-28,11.0,12.0,23.068,CAR,CLE,L 23-24,True,16,28,57.14,195,0,1,63.8,3,20,6.96,5.36,0,0,,0,0,,0,0,0,0,,,,,,,True,Jimmy Clausen,False,23,24
2010.0,2010-12-05,12.0,13.0,23.075,CAR,SEA,L 14-31,True,18,34,52.94,169,0,1,54.7,3,17,4.97,3.65,1,0,0.00,0,1,0,0,1,-10,0,,,,,,,True,Jimmy Clausen,False,14,31
2010.0,2010-12-12,13.0,14.0,23.082,CAR,ATL,L 10-31,True,14,24,58.33,107,0,1,51.9,5,31,4.46,2.58,0,0,,0,0,,0,0,0,0,,,,,,,False,Jimmy Clausen,False,10,31
2010.0,2010-12-19,14.0,15.0,23.089,CAR,ARI,W 19-12,True,13,19,68.42,141,1,0,107.6,2,15,7.42,8.47,5,14,2.80,0,0,,0,0,0,0,,,,,,,False,Jimmy Clausen,True,19,12
2010.0,2010-12-23,15.0,16.0,23.093,CAR,PIT,L 3-27,True,10,23,43.48,72,0,1,33.2,4,27,3.13,1.17,0,0,,0,0,,0,0,0,0,,,,,,,True,Jimmy Clausen,False,3,27
2010.0,2011-01-02,16.0,17.0,23.103,CAR,ATL,L 10-31,True,19,33,57.58,182,1,1,70.5,3,28,5.52,4.76,0,0,,0,1,0,0,0,0,0,,,,,,,True,Jimmy Clausen,False,10,31
