Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Scoring_XPM,Scoring_XPA,Scoring_XP%,Scoring_FGM,Scoring_FGA,Scoring_FG%,Scoring_TD,Scoring_Pts,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2020.0,2020-09-13,1.0,1.0,22.36,LAR,DAL,W 20-17,False,2,2,100.0,2,3,66.7,0,8,0,0%,0,0%,10,38%,False,Sam Sloman,True,20,17
2020.0,2020-09-20,2.0,2.0,23.001,LAR,PHI,W 37-19,False,4,5,80.0,1,1,100.0,0,7,0,0%,0,0%,13,52%,True,Sam Sloman,True,37,19
2020.0,2020-09-27,3.0,3.0,23.008,LAR,BUF,L 32-35,False,3,3,100.0,1,2,50.0,0,6,0,0%,0,0%,11,46%,True,Sam Sloman,False,32,35
2020.0,2020-10-04,4.0,4.0,23.015,LAR,NYG,W 17-9,False,2,2,100.0,1,1,100.0,0,5,0,0%,0,0%,7,30%,False,Sam Sloman,True,17,9
2020.0,2020-10-11,5.0,5.0,23.022,LAR,WAS,W 30-10,False,3,4,75.0,1,1,100.0,0,6,0,0%,0,0%,11,35%,True,Sam Sloman,True,30,10
2020.0,2020-10-18,6.0,6.0,23.029,LAR,SFO,L 16-24,False,1,2,50.0,1,1,100.0,0,4,0,0%,0,0%,7,26%,True,Sam Sloman,False,16,24
2020.0,2020-10-26,7.0,7.0,23.037,LAR,CHI,W 24-10,False,3,3,100.0,1,2,50.0,0,6,0,0%,0,0%,10,40%,False,Sam Sloman,True,24,10
2020.0,2021-01-03,16.0,17.0,23.106,TEN,HOU,W 41-38,False,5,5,100.0,2,2,100.0,0,11,0,0%,0,0%,14,41%,True,Sam Sloman,True,41,38
2021.0,2022-01-09,17.0,18.0,,PIT,BAL,W 16-13,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Sam Sloman,True,16,13
,8 Games,,,,,,6-2-0,False,23,26,88.5,10,13,76.9,0,53,,,,,,,False,Sam Sloman,False,2,0
