Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2018,2018-09-09,1,1,21.351,JAX,@,NYG,W 20-15,False,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,13,21%,0,0%,16,55%,True,DJ Chark
2018,2018-09-16,2,2,21.358,JAX,,NWE,W 31-20,False,4,1,13,13.00,0,25.0%,3.25,0,0,,0,1,4,4.00,0,,0,0,0.0,0,0,0,0,0,1,1,0,1,6,0,30,42%,0,0%,12,43%,False,DJ Chark
2018,2018-09-23,3,3,22.000,JAX,,TEN,L 6-9,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,11,19%,0,0%,14,54%,False,DJ Chark
2018,2018-09-30,4,4,22.007,JAX,,NYJ,W 31-12,False,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,29,38%,0,0%,12,40%,False,DJ Chark
2018,2018-10-07,5,5,22.014,JAX,@,KAN,L 14-30,False,4,2,68,34.00,0,50.0%,17.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,25,30%,0,0%,13,54%,True,DJ Chark
2018,2018-10-14,6,6,22.021,JAX,@,DAL,L 7-40,False,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,13,27%,0,0%,15,48%,True,DJ Chark
2018,2018-10-21,7,7,22.028,JAX,,HOU,L 7-20,False,7,4,31,7.75,0,57.1%,4.43,0,0,,0,1,5,5.00,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,30,44%,0,0%,17,71%,False,DJ Chark
2018,2018-10-28,8,8,22.035,JAX,,PHI,L 18-24,False,5,4,41,10.25,0,80.0%,8.20,0,0,,0,1,29,29.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,48,75%,0,0%,16,67%,False,DJ Chark
2018,2018-11-11,9,10,22.049,JAX,@,IND,L 26-29,False,2,0,0,,0,0.0%,0.00,0,0,,0,3,108,36.00,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,44,59%,0,0%,15,52%,True,DJ Chark
2018,2018-11-18,10,11,22.056,JAX,,PIT,L 16-20,False,5,2,15,7.50,0,40.0%,3.00,0,0,,0,0,0,,0,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,36,52%,0,0%,20,67%,False,DJ Chark
