Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2016,2016-09-11,1,1,,SEA,,MIA,W 12-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Alex Collins
2016,2016-09-18,2,2,22.023,SEA,@,LAR,L 3-9,False,2,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,4,6%,0,0%,0,0%,True,Alex Collins
2016,2016-09-25,3,3,22.030,SEA,,SFO,W 37-18,False,4,12,3.00,0,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,0,0,0,0,0,0,18,26%,0,0%,0,0%,False,Alex Collins
2016,2016-10-02,4,4,22.037,SEA,@,NYJ,W 27-17,False,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,6,10%,0,0%,0,0%,True,Alex Collins
2016,2016-10-16,5,6,22.051,SEA,,ATL,W 26-24,False,1,2,2.00,1,1,1,9,9.00,0,100.0%,9.00,0,0,,0,1,6,0,0,0,0,0,0,2,3%,0,0%,0,0%,False,Alex Collins
2016,2016-10-23,6,7,22.058,SEA,@,ARI,T 6-6,False,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,1,2%,0,0%,0,0%,True,Alex Collins
2016,2016-10-30,7,8,,SEA,@,NOR,L 20-25,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Alex Collins
2016,2016-11-07,8,9,22.073,SEA,,BUF,W 31-25,False,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,1,2%,0,0%,0,0%,False,Alex Collins
2016,2016-11-13,9,10,22.079,SEA,@,NWE,W 31-24,False,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,1,0,0,1,0,0,2,3%,0,0%,0,0%,True,Alex Collins
2016,2016-11-20,10,11,,SEA,,PHI,W 26-15,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Alex Collins
